topic,word,score
0,training,0.000568264
0,position,0.000567387
0,contributed,0.00056388
0,institution,0.000560373
0,religious,0.000560373
0,industrial,0.000553358
0,influential,0.000552481
0,peace,0.000552481
0,psychological,0.00054459
0,evolution,0.000541959
0,surgery,0.000541083
0,womens,0.000539329
0,molecular,0.000535822
0,1997,0.000533191
0,initiative,0.000531438
0,intelligence,0.000531438
0,conservation,0.000530561
0,applications,0.00052793
0,iran,0.0005253
0,historian,0.000523546
0,anthropology,0.000521793
0,forum,0.000520916
0,royal,0.000520039
0,studying,0.000520039
0,full,0.000519162
0,1996,0.000518285
0,teaches,0.000513025
0,electronic,0.000511271
0,prof,0.000510394
0,1998,0.000509517
0,2003,0.000509517
0,significant,0.00050864
0,gender,0.000506887
0,nations,0.000504256
0,sustainable,0.000501626
0,edited,0.000498996
0,finance,0.000498996
0,md,0.000498119
0,special,0.000491104
0,experience,0.000490227
0,scholars,0.000489351
0,experimental,0.000488474
0,chinese,0.000488474
0,master,0.000487597
0,materials,0.000484966
0,1999,0.000483213
0,dissertation,0.000483213
0,david,0.000481459
0,postdoctoral,0.000479706
0,lecture,0.000479706
0,effects,0.000476198
0,2002,0.000475322
0,role,0.000474445
0,cell,0.000474445
0,extensively,0.000471814
0,order,0.000471814
0,behavior,0.000470937
0,women,0.000469184
0,principal,0.000468307
0,models,0.0004648
0,method,0.000463046
0,aspects,0.000462169
0,central,0.000461292
0,1995,0.000460416
0,concept,0.000460416
0,range,0.000459539
0,complex,0.000458662
0,foreign,0.000457785
0,1993,0.000456908
0,computing,0.000456908
0,quantum,0.000456032
0,article,0.000455155
0,literature,0.000454278
0,johns,0.000452524
0,digital,0.000450771
0,previously,0.000449017
0,cofounder,0.000446387
0,discovery,0.000446387
0,hopkins,0.00044551
0,develop,0.00044551
0,earth,0.000442003
0,adjunct,0.000437618
0,elected,0.000436742
0,scientists,0.000434111
0,century,0.000432358
0,western,0.000432358
0,scholarly,0.000430604
0,foundations,0.00042885
0,medal,0.00042885
0,asian,0.00042885
0,programme,0.000427097
0,1992,0.000425343
0,urban,0.000424466
0,african,0.000424466
0,linguistics,0.000424466
0,pioneer,0.000421836
0,nobel,0.000421836
0,section,0.000420959
0,chairman,0.000420959
0,groups,0.000420082
0,lectured,0.000420082
0,biological,0.000420082
0,main,0.000419205
0,practices,0.000417452
0,cornell,0.000416575
0,lab,0.000414821
0,philosophical,0.000413944
0,2001,0.000413944
0,pioneering,0.000412191
0,ideas,0.000410437
0,comprehensive,0.000410437
0,vice,0.00040693
0,canadian,0.000405176
0,techniques,0.000405176
0,resources,0.000402546
0,healthcare,0.000401669
0,israel,0.000401669
0,patients,0.000400792
0,specialist,0.000400792
0,2010,0.000400792
0,application,0.000399039
0,network,0.000398162
0,2004,0.000397285
0,statistics,0.000396408
0,strategy,0.000396408
0,includes,0.000395531
0,therapy,0.000394655
0,physician,0.000388517
0,engineers,0.00038764
0,problem,0.00038501
0,key,0.000384133
0,specializing,0.000383256
0,presented,0.000381502
0,archaeology,0.000380625
0,panel,0.000379749
0,institutes,0.000379749
0,report,0.000377995
0,responsible,0.000377118
0,teachers,0.000376241
0,population,0.000376241
0,nonprofit,0.000376241
0,grant,0.000376241
0,schools,0.000375365
0,wide,0.000374488
0,invited,0.000373611
0,standard,0.000373611
0,moral,0.000370104
0,large,0.000370104
0,basic,0.000369227
0,chapters,0.00036835
0,civil,0.000367473
0,governance,0.000366596
0,bs,0.000366596
0,advancement,0.00036572
0,postgraduate,0.000364843
0,europe,0.000362212
0,entitled,0.000361336
0,colleagues,0.000360459
0,ieee,0.000359582
0,chief,0.000359582
0,financial,0.000357828
0,subject,0.000356951
0,unit,0.000356951
0,processes,0.000356075
0,activities,0.000356075
0,educator,0.000355198
0,conflict,0.000351691
0,cognitive,0.000350814
0,physicist,0.000349937
0,investigator,0.00034906
0,philosopher,0.00034906
0,ibm,0.000348183
0,annual,0.000348183
0,growth,0.000345553
0,speaker,0.000345553
0,directors,0.000343799
0,2009,0.000342922
0,coeditor,0.000342922
0,mechanical,0.000342046
0,funded,0.000341169
0,fulbright,0.000341169
0,fund,0.000340292
0,hebrew,0.000339415
0,joint,0.000339415
0,thought,0.000339415
0,ancient,0.000339415
0,cofounded,0.000339415
0,medieval,0.000338538
0,genetics,0.000338538
0,life,0.000336785
0,expertise,0.000335031
0,bachelors,0.000334154
0,internationally,0.000334154
0,bsc,0.000334154
0,library,0.000333277
0,species,0.000332401
0,theories,0.000332401
0,animal,0.000330647
0,persian,0.000330647
0,mind,0.00032977
0,survey,0.000328893
0,class,0.000328017
0,prevention,0.000328017
0,processing,0.00032714
0,extensive,0.000324509
0,regional,0.000324509
0,collaboration,0.000323632
0,introduction,0.000323632
0,grants,0.000322756
0,joining,0.000321879
0,standards,0.000321879
0,memorial,0.000321002
0,structures,0.000317495
0,mcgill,0.000316618
0,quality,0.000316618
0,conducted,0.000315741
0,scholarship,0.000315741
0,resource,0.000315741
0,computational,0.000315741
0,centers,0.000315741
0,chaired,0.000314864
0,water,0.000313988
0,power,0.000313111
0,vision,0.000312234
0,assessment,0.00031048
0,nasa,0.00031048
0,societies,0.000308727
0,emerging,0.000306973
0,focusing,0.000306973
0,lifetime,0.000305219
0,plant,0.000304343
0,memory,0.000304343
0,consulting,0.000303466
0,artificial,0.000303466
0,dynamics,0.000303466
0,supervision,0.000302589
0,principles,0.000301712
0,fundamental,0.000300835
0,astronomy,0.000300835
0,proposed,0.000300835
0,matter,0.000300835
0,genetic,0.000299082
0,architect,0.000298205
0,concepts,0.000294698
0,1994,0.000293821
0,strategies,0.000293821
0,associations,0.000292944
0,rights,0.000292944
0,logic,0.000292944
0,solar,0.000292944
0,argues,0.000292067
0,virtual,0.000292067
0,mathematician,0.000292067
0,researchers,0.00029119
0,function,0.00028856
0,cells,0.00028856
0,communities,0.00028856
0,uc,0.000287683
0,worlds,0.000285929
0,psychologist,0.000284176
0,heart,0.000283299
0,post,0.000282422
0,search,0.000281545
0,risk,0.000280669
0,polytechnic,0.000279792
0,jerusalem,0.000279792
0,campus,0.000278915
0,letters,0.000278915
0,textbook,0.000278038
0,interested,0.000277161
0,gene,0.000277161
0,patents,0.000277161
0,context,0.000275408
0,breast,0.000275408
0,departments,0.000275408
0,diversity,0.000273654
0,statistical,0.000272777
0,dna,0.000272777
0,transformation,0.0002719
0,mass,0.0002719
0,msc,0.0002719
0,programming,0.000271024
0,geography,0.000271024
0,introduced,0.000271024
0,chapter,0.000270147
0,mechanics,0.000270147
0,innovative,0.00026927
0,creation,0.000268393
0,practical,0.000267516
0,view,0.000267516
0,basis,0.000266639
0,curriculum,0.000265763
0,variety,0.000264886
0,honors,0.000264886
0,effect,0.000264009
0,approaches,0.000263132
0,psychiatry,0.000263132
0,helped,0.000263132
0,east,0.000262255
0,interdisciplinary,0.000261379
0,networks,0.000260502
0,communications,0.000260502
0,committees,0.000259625
0,editorinchief,0.000259625
0,concerned,0.000258748
0,evaluation,0.000257871
0,integration,0.000257871
0,topic,0.000256995
0,implementation,0.000256995
0,ecology,0.000256995
0,patient,0.000255241
0,experts,0.000255241
0,support,0.000255241
0,discovered,0.000255241
0,primarily,0.000254364
0,architects,0.000254364
0,formation,0.000253487
0,highest,0.000253487
0,results,0.00025261
0,thinking,0.00025261
0,mellon,0.000251734
0,present,0.000251734
0,noted,0.000250857
0,primary,0.000250857
0,open,0.00024998
0,pioneered,0.00024998
0,imperial,0.000248226
0,ucla,0.000248226
0,professorship,0.00024735
0,delivered,0.00024735
0,specializes,0.00024735
0,clinic,0.000246473
0,diseases,0.000246473
0,evolutionary,0.000245596
0,institutional,0.000245596
0,aging,0.000244719
0,interaction,0.000244719
0,optical,0.000243842
0,surgeon,0.000243842
0,agencies,0.000242965
0,technological,0.000241212
0,autism,0.000241212
0,tehran,0.000240335
0,debate,0.000240335
0,importance,0.000239458
0,integrated,0.000238581
0,electronics,0.000237705
0,ethical,0.000237705
0,funding,0.000235074
0,influence,0.000235074
0,perspective,0.000235074
0,database,0.000234197
0,london,0.000234197
0,stem,0.000234197
0,1991,0.000234197
0,highly,0.000234197
0,regulation,0.000233321
0,emphasis,0.000233321
0,residency,0.000233321
0,physicians,0.000233321
0,publication,0.000232444
0,adviser,0.00023069
0,doctors,0.000229813
0,promoting,0.000228936
0,vicepresident,0.000228936
0,capacity,0.000227183
0,1990,0.000227183
0,speech,0.000226306
0,codirector,0.000226306
0,1989,0.000226306
0,internal,0.000226306
0,2011,0.000226306
0,functions,0.000226306
0,computers,0.000225429
0,dialogue,0.000225429
0,assistant,0.000225429
0,tools,0.000224552
0,achievements,0.000224552
0,argued,0.000223676
0,decades,0.000223676
0,subjects,0.000223676
0,transition,0.000222799
0,2014,0.000222799
0,body,0.000221922
0,multiple,0.000221922
0,response,0.000221922
0,agency,0.000221922
0,framework,0.000221045
0,completing,0.000220168
0,coedited,0.000220168
0,100,0.000219291
0,endowment,0.000219291
0,aids,0.000219291
0,uk,0.000218415
0,dedicated,0.000218415
0,disorders,0.000215784
0,volume,0.000215784
0,improving,0.000214907
0,reference,0.000214907
0,laboratories,0.000214907
0,advocacy,0.000214031
0,challenges,0.000214031
0,laser,0.000214031
0,imaging,0.000214031
0,properties,0.000213154
0,colleges,0.000213154
0,inventor,0.000212277
0,nursing,0.000212277
0,consortium,0.0002114
0,solutions,0.0002114
0,behavioral,0.0002114
0,seminars,0.0002114
0,prestigious,0.000210523
0,efforts,0.000210523
0,building,0.000209647
0,agricultural,0.00020877
0,trade,0.00020877
0,drug,0.00020877
0,exploration,0.000207893
0,affiliated,0.000207893
0,organic,0.000207893
0,collaborative,0.000207016
0,continues,0.000207016
0,individuals,0.000207016
0,text,0.000206139
0,academia,0.000206139
0,demonstrated,0.000206139
0,neuroscience,0.000206139
0,common,0.000206139
0,biomedical,0.000205262
0,evidence,0.000205262
0,symposium,0.000203509
0,affairs,0.000203509
0,archaeological,0.000203509
0,sector,0.000202632
0,edition,0.000201755
0,authority,0.000201755
0,geology,0.000201755
0,understand,0.000201755
0,ways,0.000201755
0,supervised,0.000201755
0,plants,0.000200878
0,writings,0.000200002
0,methodology,0.000200002
0,carnegie,0.000199125
0,structural,0.000198248
0,engaged,0.000198248
0,architectural,0.000198248
0,action,0.000198248
0,founders,0.000198248
0,perspectives,0.000197371
0,terms,0.000196494
0,period,0.000196494
0,keynote,0.000196494
0,testing,0.000195617
0,provided,0.000195617
0,poverty,0.000195617
0,alternative,0.000195617
0,literacy,0.000195617
0,patent,0.000195617
0,core,0.000194741
0,marine,0.000194741
0,machine,0.000194741
0,bell,0.000193864
0,initiated,0.000193864
0,steering,0.000192987
0,relationship,0.000192987
0,division,0.00019211
0,forms,0.000191233
0,synthesis,0.000191233
0,task,0.000191233
0,specific,0.000190357
0,values,0.000190357
0,nutrition,0.000190357
0,surface,0.00018948
0,interpretation,0.00018948
0,formal,0.000188603
0,fellowships,0.000188603
0,surgeons,0.000188603
0,devices,0.000188603
0,religions,0.000188603
0,peerreviewed,0.000188603
0,linguistic,0.000186849
0,richard,0.000186849
0,aerospace,0.000186849
0,atomic,0.000185973
0,carbon,0.000185973
0,level,0.000185096
0,movements,0.000185096
0,biochemistry,0.000184219
0,consciousness,0.000184219
0,reports,0.000184219
0,monetary,0.000184219
0,construction,0.000184219
0,islam,0.000183342
0,code,0.000183342
0,seminar,0.000183342
0,organizational,0.000182465
0,longterm,0.000182465
0,modeling,0.000181588
0,interactive,0.000180712
0,sustainability,0.000180712
0,specialized,0.000179835
0,psychiatric,0.000179835
0,sources,0.000178958
0,developmental,0.000178958
0,organized,0.000178081
0,forensic,0.000178081
0,coordinator,0.000177204
0,factors,0.000177204
0,labs,0.000177204
0,theorist,0.000177204
0,renewable,0.000176328
0,genome,0.000175451
0,oriental,0.000175451
0,pharmaceutical,0.000175451
0,appointments,0.000174574
0,quarterly,0.000174574
0,prominent,0.000174574
0,experiments,0.000174574
0,contributor,0.000173697
0,sloan,0.000173697
0,invention,0.00017282
0,functional,0.00017282
0,levels,0.000171943
0,access,0.000171943
0,presidents,0.000171943
0,relation,0.000171943
0,cultures,0.000171067
0,wisconsinmadison,0.000171067
0,georgetown,0.000171067
0,industry,0.000171067
0,resolution,0.000171067
0,origins,0.000171067
0,ocean,0.00017019
0,questions,0.00017019
0,geometry,0.00017019
0,designed,0.00017019
0,worldwide,0.00017019
0,essential,0.000169313
0,heritage,0.000169313
0,certificate,0.000169313
0,chancellor,0.000168436
0,feminist,0.000168436
0,oral,0.000168436
0,geographic,0.000168436
0,disability,0.000168436
0,cochair,0.000168436
0,trained,0.000167559
0,diploma,0.000167559
0,biotechnology,0.000167559
0,globalization,0.000167559
0,identified,0.000166683
0,mechanisms,0.000166683
0,implications,0.000165806
0,chairs,0.000165806
0,textbooks,0.000165806
0,cellular,0.000164929
0,distinction,0.000164929
0,leads,0.000164929
0,signal,0.000164929
0,diabetes,0.000164052
0,specifically,0.000164052
0,findings,0.000164052
0,hospitals,0.000164052
0,trust,0.000164052
0,consulted,0.000162298
0,acm,0.000162298
0,relationships,0.000162298
0,professors,0.000161422
0,online,0.000161422
0,honor,0.000161422
0,isbn,0.000161422
0,biologist,0.000160545
0,changing,0.000160545
0,northwestern,0.000159668
0,activity,0.000159668
0,cooperation,0.000159668
0,physiology,0.000158791
0,frequently,0.000158791
0,idea,0.000157914
0,principle,0.000157914
0,discourse,0.000157914
0,libraries,0.000157914
0,establishing,0.000157914
0,sociologist,0.000157038
0,teacher,0.000157038
0,markets,0.000157038
0,perception,0.000156161
0,sociological,0.000156161
0,parallel,0.000156161
0,frequent,0.000156161
0,google,0.000156161
0,initiatives,0.000155284
0,geneva,0.000155284
0,progress,0.000155284
0,unesco,0.000155284
0,policies,0.000154407
0,astronomical,0.000154407
0,interactions,0.000154407
0,biblical,0.000154407
0,congress,0.000152654
0,devoted,0.000152654
0,conditions,0.000152654
0,actively,0.000152654
0,trustees,0.000151777
0,humboldt,0.000151777
0,ab,0.000151777
0,guggenheim,0.000151777
0,alexander,0.000151777
0,observatory,0.0001509
0,lead,0.0001509
0,effective,0.0001509
0,provost,0.0001509
0,patterns,0.0001509
0,max,0.000150023
0,region,0.000149146
0,islamic,0.000149146
0,migration,0.000149146
0,fellows,0.000149146
0,grammar,0.000148269
0,particle,0.000148269
0,seminal,0.000148269
0,appointment,0.000148269
0,relevant,0.000148269
0,address,0.000148269
0,responsibility,0.000147393
0,efficiency,0.000147393
0,deep,0.000146516
0,identity,0.000146516
0,potential,0.000146516
0,handbook,0.000146516
0,individual,0.000146516
0,broad,0.000146516
0,improve,0.000145639
0,genes,0.000145639
0,algorithms,0.000144762
0,technique,0.000144762
0,pathology,0.000144762
0,revolution,0.000144762
0,posts,0.000144762
0,federation,0.000143885
0,consequences,0.000143885
0,councils,0.000143885
0,hiv,0.000143885
0,lawrence,0.000143009
0,magnetic,0.000143009
0,ecological,0.000143009
0,aesthetics,0.000143009
0,childrens,0.000142132
0,disabilities,0.000142132
0,generation,0.000142132
0,surgical,0.000142132
0,jointly,0.000141255
0,sites,0.000141255
0,encyclopedia,0.000141255
0,meeting,0.000141255
0,existence,0.000141255
0,employed,0.000141255
0,belief,0.000140378
0,privacy,0.000140378
0,germany,0.000140378
0,atmospheric,0.000140378
0,crisis,0.000140378
0,taiwan,0.000140378
0,extension,0.000140378
0,monash,0.000140378
0,providing,0.000140378
0,spectrum,0.000140378
0,bank,0.000139501
0,albert,0.000139501
0,mobile,0.000138624
0,material,0.000138624
0,syndrome,0.000138624
0,psychiatrist,0.000138624
0,complexity,0.000137748
0,dictionary,0.000137748
0,nyu,0.000137748
0,teach,0.000137748
0,intelligent,0.000137748
0,james,0.000137748
0,origin,0.000136871
0,arabic,0.000136871
0,mission,0.000136871
0,tank,0.000136871
0,measure,0.000136871
0,translation,0.000136871
0,trauma,0.000136871
0,organisation,0.000136871
0,presentations,0.000135994
0,organisations,0.000135994
0,background,0.000135117
0,sleep,0.000135117
0,enterprise,0.000135117
0,source,0.000135117
0,robotics,0.000135117
0,monographs,0.000135117
0,radiation,0.000135117
0,trends,0.000135117
0,behaviour,0.000135117
0,societys,0.000135117
0,1942,0.00013424
0,dealing,0.00013424
0,expression,0.00013424
0,fluid,0.00013424
0,analyst,0.000133364
0,certified,0.000133364
0,endowed,0.000132487
0,workshops,0.000132487
0,sponsored,0.000132487
0,anthropologist,0.000132487
0,inquiry,0.000132487
0,civilization,0.000132487
0,21st,0.00013161
0,dynamic,0.00013161
0,academics,0.00013161
0,freedom,0.00013161
0,alzheimers,0.000130733
0,futures,0.000130733
0,humans,0.000130733
0,environments,0.000130733
0,professionals,0.000130733
0,rand,0.000130733
0,resulted,0.000130733
0,joined,0.000129856
0,index,0.000129856
0,cairo,0.000129856
0,identification,0.000129856
0,analytical,0.000129856
0,depression,0.000129856
0,proponent,0.000129856
0,protein,0.000129856
0,membership,0.000129856
0,rural,0.00012898
0,indigenous,0.00012898
0,leaders,0.00012898
0,vicechancellor,0.00012898
0,external,0.00012898
0,humanitarian,0.000128103
0,representation,0.000128103
0,honored,0.000128103
0,experiment,0.000128103
0,web,0.000128103
0,factor,0.000128103
0,innovations,0.000128103
0,advisors,0.000128103
0,directs,0.000128103
0,type,0.000128103
0,peer,0.000127226
0,lecturing,0.000127226
0,remains,0.000127226
0,solution,0.000127226
0,universityhe,0.000127226
0,volumes,0.000127226
0,equations,0.000126349
0,dental,0.000126349
0,concerns,0.000126349
0,stress,0.000126349
0,discoveries,0.000126349
0,tool,0.000126349
0,nonlinear,0.000126349
0,aims,0.000126349
0,egypt,0.000125472
0,abuse,0.000125472
0,kyoto,0.000125472
0,historians,0.000125472
0,transplant,0.000125472
0,disciplines,0.000125472
0,optics,0.000125472
0,warming,0.000125472
0,differential,0.000124595
0,whos,0.000124595
0,hivaids,0.000124595
0,1970,0.000123719
0,neural,0.000123719
0,coined,0.000123719
0,veterinary,0.000123719
0,provide,0.000123719
0,geographical,0.000123719
0,food,0.000123719
0,rockefeller,0.000122842
0,regulatory,0.000122842
0,tropical,0.000122842
0,movement,0.000122842
0,informatics,0.000122842
0,outreach,0.000122842
0,routledge,0.000121965
0,40,0.000121965
0,virus,0.000121965
0,researching,0.000121088
0,neurology,0.000121088
0,cognition,0.000121088
0,applying,0.000121088
0,normal,0.000121088
0,explain,0.000121088
0,discussions,0.000121088
0,distributed,0.000120211
0,detailed,0.000120211
0,direction,0.000120211
0,carried,0.000120211
0,duke,0.000120211
0,relating,0.000119335
0,mcmaster,0.000119335
0,addressing,0.000119335
0,discipline,0.000119335
0,phase,0.000119335
0,wildlife,0.000119335
0,secondary,0.000118458
0,advocate,0.000118458
0,semiconductor,0.000118458
0,mapping,0.000118458
0,corporations,0.000117581
0,wireless,0.000117581
0,advised,0.000117581
0,chemist,0.000116704
0,algorithm,0.000116704
0,linguist,0.000116704
0,meetings,0.000116704
0,2013,0.000116704
0,interface,0.000116704
0,wave,0.000116704
0,instrumental,0.000116704
0,multidisciplinary,0.000115827
0,telecommunications,0.000115827
0,groundbreaking,0.000115827
0,notion,0.000115827
0,invented,0.000115827
0,regions,0.000115827
0,prior,0.00011495
0,quantitative,0.00011495
0,centres,0.00011495
0,nationalism,0.00011495
0,argument,0.00011495
0,talks,0.00011495
0,math,0.00011495
0,subsequently,0.00011495
0,describe,0.000114074
0,scale,0.000114074
0,doctorates,0.000114074
0,closely,0.000114074
0,bioethics,0.000114074
0,oncology,0.000113197
0,consumer,0.000113197
0,mechanism,0.000113197
0,archaeologist,0.000113197
0,tufts,0.000113197
0,brandeis,0.000113197
0,japanese,0.000113197
0,eric,0.000113197
0,pp,0.000113197
0,governments,0.00011232
0,obesity,0.00011232
0,systematic,0.00011232
0,reviewed,0.00011232
0,diverse,0.00011232
0,caribbean,0.00011232
0,sits,0.00011232
0,diagnosis,0.000111443
0,insights,0.000111443
0,partial,0.000111443
0,50,0.000111443
0,chartered,0.000111443
0,attention,0.000110566
0,millennium,0.000110566
0,cum,0.000110566
0,establish,0.000110566
0,capitalism,0.000110566
0,trials,0.000110566
0,advances,0.000110566
0,guide,0.000110566
0,switzerland,0.00010969
0,empirical,0.00010969
0,woodrow,0.00010969
0,shape,0.00010969
0,paradigm,0.00010969
0,decisions,0.00010969
0,urbanachampaign,0.00010969
0,causa,0.00010969
0,institut,0.00010969
0,infectious,0.00010969
0,simulation,0.00010969
0,reform,0.000108813
0,tenured,0.000108813
0,numerical,0.000108813
0,examined,0.000108813
0,differences,0.000107936
0,coordinated,0.000107936
0,similar,0.000107936
0,caltech,0.000107936
0,reviews,0.000107936
0,governing,0.000107936
0,voluntary,0.000107936
0,dimensions,0.000107936
0,vaccine,0.000107936
0,brookings,0.000107936
0,dphil,0.000107059
0,transmission,0.000107059
0,promotion,0.000107059
0,telescope,0.000107059
0,cardiovascular,0.000107059
0,150,0.000107059
0,truth,0.000106182
0,missions,0.000106182
0,responses,0.000106182
0,panels,0.000106182
0,improvement,0.000106182
0,agenda,0.000106182
0,components,0.000106182
0,stony,0.000106182
0,zoology,0.000106182
0,investigations,0.000106182
0,ministry,0.000105306
0,tradition,0.000105306
0,low,0.000105306
0,difference,0.000105306
0,reproductive,0.000105306
0,light,0.000105306
0,undertaken,0.000105306
0,robot,0.000105306
0,examination,0.000105306
0,pursued,0.000105306
0,obtaining,0.000104429
0,emergence,0.000104429
0,merit,0.000104429
0,astrophysics,0.000104429
0,honoris,0.000104429
